a̱o,departamento,provincia,municipio,nivel,vuelta,coalicion,partido_lider,partido,siglas,votos
1962,SANTIAGO,MONTECRISTI,VILLA VASQUEZ,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"2,133"
1962,SANTIAGO,MONTECRISTI,VILLA VASQUEZ,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,240
1962,SANTIAGO,PUERTO PLATA,ALTAMIRA,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,36
1962,SANTIAGO,PUERTO PLATA,ALTAMIRA,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SANTIAGO,PUERTO PLATA,ALTAMIRA,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,16
1962,SANTIAGO,PUERTO PLATA,ALTAMIRA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"6,490"
1962,SANTIAGO,PUERTO PLATA,ALTAMIRA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PUERTO PLATA,ALTAMIRA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,62
1962,SANTIAGO,PUERTO PLATA,ALTAMIRA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"3,989"
1962,SANTIAGO,PUERTO PLATA,ALTAMIRA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SANTIAGO,PUERTO PLATA,ALTAMIRA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,36
1962,SANTIAGO,PUERTO PLATA,ALTAMIRA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,32
1962,SANTIAGO,PUERTO PLATA,ALTAMIRA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,16
1962,SANTIAGO,PUERTO PLATA,ALTAMIRA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"6,177"
1962,SANTIAGO,PUERTO PLATA,ALTAMIRA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PUERTO PLATA,ALTAMIRA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,62
1962,SANTIAGO,PUERTO PLATA,ALTAMIRA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"3,989"
1962,SANTIAGO,PUERTO PLATA,ALTAMIRA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,281
1962,SANTIAGO,PUERTO PLATA,IMBERT,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,10
1962,SANTIAGO,PUERTO PLATA,IMBERT,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SANTIAGO,PUERTO PLATA,IMBERT,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,13
1962,SANTIAGO,PUERTO PLATA,IMBERT,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"3,031"
1962,SANTIAGO,PUERTO PLATA,IMBERT,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PUERTO PLATA,IMBERT,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,43
1962,SANTIAGO,PUERTO PLATA,IMBERT,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"2,113"
1962,SANTIAGO,PUERTO PLATA,IMBERT,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SANTIAGO,PUERTO PLATA,IMBERT,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,10
1962,SANTIAGO,PUERTO PLATA,IMBERT,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,13
1962,SANTIAGO,PUERTO PLATA,IMBERT,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,13
1962,SANTIAGO,PUERTO PLATA,IMBERT,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"2,731"
1962,SANTIAGO,PUERTO PLATA,IMBERT,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PUERTO PLATA,IMBERT,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,43
1962,SANTIAGO,PUERTO PLATA,IMBERT,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"2,113"
1962,SANTIAGO,PUERTO PLATA,IMBERT,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,287
1962,SANTIAGO,PUERTO PLATA,LUPERON,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,51
1962,SANTIAGO,PUERTO PLATA,LUPERON,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SANTIAGO,PUERTO PLATA,LUPERON,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,25
1962,SANTIAGO,PUERTO PLATA,LUPERON,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"7,263"
1962,SANTIAGO,PUERTO PLATA,LUPERON,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PUERTO PLATA,LUPERON,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,106
1962,SANTIAGO,PUERTO PLATA,LUPERON,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"4,447"
1962,SANTIAGO,PUERTO PLATA,LUPERON,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SANTIAGO,PUERTO PLATA,LUPERON,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,51
1962,SANTIAGO,PUERTO PLATA,LUPERON,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,44
1962,SANTIAGO,PUERTO PLATA,LUPERON,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,25
1962,SANTIAGO,PUERTO PLATA,LUPERON,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"5,614"
1962,SANTIAGO,PUERTO PLATA,LUPERON,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PUERTO PLATA,LUPERON,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,106
1962,SANTIAGO,PUERTO PLATA,LUPERON,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"4,447"
1962,SANTIAGO,PUERTO PLATA,LUPERON,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,"1,605"
1962,SANTIAGO,PUERTO PLATA,PUERTO PLATA,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,177
1962,SANTIAGO,PUERTO PLATA,PUERTO PLATA,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,64
1962,SANTIAGO,PUERTO PLATA,PUERTO PLATA,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,47
1962,SANTIAGO,PUERTO PLATA,PUERTO PLATA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"8,898"
1962,SANTIAGO,PUERTO PLATA,PUERTO PLATA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PUERTO PLATA,PUERTO PLATA,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,178
1962,SANTIAGO,PUERTO PLATA,PUERTO PLATA,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"15,696"
1962,SANTIAGO,PUERTO PLATA,PUERTO PLATA,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,646
1962,SANTIAGO,PUERTO PLATA,PUERTO PLATA,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,186
1962,SANTIAGO,PUERTO PLATA,PUERTO PLATA,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,66
1962,SANTIAGO,PUERTO PLATA,PUERTO PLATA,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,43
1962,SANTIAGO,PUERTO PLATA,PUERTO PLATA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"8,851"
1962,SANTIAGO,PUERTO PLATA,PUERTO PLATA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PUERTO PLATA,PUERTO PLATA,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,182
1962,SANTIAGO,PUERTO PLATA,PUERTO PLATA,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"15,656"
1962,SANTIAGO,PUERTO PLATA,PUERTO PLATA,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,659
1962,SANTIAGO,SANTIAGO,JANICO,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,57
1962,SANTIAGO,SANTIAGO,JANICO,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,13
1962,SANTIAGO,SANTIAGO,JANICO,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,24
1962,SANTIAGO,SANTIAGO,JANICO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,145"
1962,SANTIAGO,SANTIAGO,JANICO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,SANTIAGO,JANICO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"1,973"
1962,SANTIAGO,SANTIAGO,JANICO,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"3,663"
1962,SANTIAGO,SANTIAGO,JANICO,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,60
1962,SANTIAGO,SANTIAGO,JANICO,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,57
1962,SANTIAGO,SANTIAGO,JANICO,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,13
1962,SANTIAGO,SANTIAGO,JANICO,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,24
1962,SANTIAGO,SANTIAGO,JANICO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,145"
1962,SANTIAGO,SANTIAGO,JANICO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,SANTIAGO,JANICO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"1,973"
1962,SANTIAGO,SANTIAGO,JANICO,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"3,663"
1962,SANTIAGO,SANTIAGO,JANICO,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,60
1962,SANTIAGO,SANTIAGO,SAN JOSE DE LAS MATAS,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,79
1962,SANTIAGO,SANTIAGO,SAN JOSE DE LAS MATAS,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SANTIAGO,SANTIAGO,SAN JOSE DE LAS MATAS,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,236
1962,SANTIAGO,SANTIAGO,SAN JOSE DE LAS MATAS,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"2,847"
1962,SANTIAGO,SANTIAGO,SAN JOSE DE LAS MATAS,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,SANTIAGO,SAN JOSE DE LAS MATAS,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"3,477"
1962,SANTIAGO,SANTIAGO,SAN JOSE DE LAS MATAS,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"5,172"
1962,SANTIAGO,SANTIAGO,SAN JOSE DE LAS MATAS,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SANTIAGO,SANTIAGO,SAN JOSE DE LAS MATAS,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,81
1962,SANTIAGO,SANTIAGO,SAN JOSE DE LAS MATAS,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,29
1962,SANTIAGO,SANTIAGO,SAN JOSE DE LAS MATAS,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,233
1962,SANTIAGO,SANTIAGO,SAN JOSE DE LAS MATAS,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"2,649"
1962,SANTIAGO,SANTIAGO,SAN JOSE DE LAS MATAS,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,SANTIAGO,SAN JOSE DE LAS MATAS,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"3,496"
1962,SANTIAGO,SANTIAGO,SAN JOSE DE LAS MATAS,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"5,140"
1962,SANTIAGO,SANTIAGO,SAN JOSE DE LAS MATAS,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,160
1962,SANTIAGO,SANTIAGO,SANTIAGO,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,"1,803"
1962,SANTIAGO,SANTIAGO,SANTIAGO,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SANTIAGO,SANTIAGO,SANTIAGO,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,"1,419"
1962,SANTIAGO,SANTIAGO,SANTIAGO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"29,272"
1962,SANTIAGO,SANTIAGO,SANTIAGO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,SANTIAGO,SANTIAGO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"3,056"
1962,SANTIAGO,SANTIAGO,SANTIAGO,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"41,205"
1962,SANTIAGO,SANTIAGO,SANTIAGO,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SANTIAGO,SANTIAGO,SANTIAGO,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,"1,882"
1962,SANTIAGO,SANTIAGO,SANTIAGO,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,364
1962,SANTIAGO,SANTIAGO,SANTIAGO,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,"1,449"
1962,SANTIAGO,SANTIAGO,SANTIAGO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"27,436"
1962,SANTIAGO,SANTIAGO,SANTIAGO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,SANTIAGO,SANTIAGO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,"3,250"
1962,SANTIAGO,SANTIAGO,SANTIAGO,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"40,895"
1962,SANTIAGO,SANTIAGO,SANTIAGO,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,"1,414"
1962,SANTIAGO,SANTIAGO,TAMBORIL,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,33
1962,SANTIAGO,SANTIAGO,TAMBORIL,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,125
1962,SANTIAGO,SANTIAGO,TAMBORIL,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,32
1962,SANTIAGO,SANTIAGO,TAMBORIL,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"3,977"
1962,SANTIAGO,SANTIAGO,TAMBORIL,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,SANTIAGO,TAMBORIL,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,426
1962,SANTIAGO,SANTIAGO,TAMBORIL,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"2,302"
1962,SANTIAGO,SANTIAGO,TAMBORIL,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,245
1962,SANTIAGO,SANTIAGO,TAMBORIL,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,33
1962,SANTIAGO,SANTIAGO,TAMBORIL,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,125
1962,SANTIAGO,SANTIAGO,TAMBORIL,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,32
1962,SANTIAGO,SANTIAGO,TAMBORIL,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"3,977"
1962,SANTIAGO,SANTIAGO,TAMBORIL,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,SANTIAGO,TAMBORIL,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,426
1962,SANTIAGO,SANTIAGO,TAMBORIL,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"2,302"
1962,SANTIAGO,SANTIAGO,TAMBORIL,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,245
1962,SANTIAGO,SANTIAGO,VILLA BISONO,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,43
1962,SANTIAGO,SANTIAGO,VILLA BISONO,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SANTIAGO,SANTIAGO,VILLA BISONO,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,21
1962,SANTIAGO,SANTIAGO,VILLA BISONO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,867"
1962,SANTIAGO,SANTIAGO,VILLA BISONO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,SANTIAGO,VILLA BISONO,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,44
1962,SANTIAGO,SANTIAGO,VILLA BISONO,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,604"
1962,SANTIAGO,SANTIAGO,VILLA BISONO,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SANTIAGO,SANTIAGO,VILLA BISONO,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,43
1962,SANTIAGO,SANTIAGO,VILLA BISONO,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,7
1962,SANTIAGO,SANTIAGO,VILLA BISONO,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,21
1962,SANTIAGO,SANTIAGO,VILLA BISONO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,787"
1962,SANTIAGO,SANTIAGO,VILLA BISONO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,SANTIAGO,VILLA BISONO,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,44
1962,SANTIAGO,SANTIAGO,VILLA BISONO,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"1,604"
1962,SANTIAGO,SANTIAGO,VILLA BISONO,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,73
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,MONCION,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,31
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,MONCION,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,MONCION,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,13
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,MONCION,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,337"
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,MONCION,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,MONCION,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,34
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,MONCION,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,877
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,MONCION,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,MONCION,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,30
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,MONCION,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,3
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,MONCION,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,13
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,MONCION,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"1,267"
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,MONCION,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,MONCION,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,32
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,MONCION,OTRAS,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,882
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,MONCION,OTRAS,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,63
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,NACIONAL,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,593
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,NACIONAL,NA,NA,NA,PARTIDO NACIONAL,NA,NA
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,NACIONAL,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,73
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"6,269"
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO AUTENTICO,NA,NA
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,NACIONAL,NA,NA,NA,PARTIDO REVOLUCIONARIO SOCIAL CRISTIANO,NA,280
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,NACIONAL,NA,NA,NA,PARTIDO UNION CIVICA NACIONAL,NA,"3,860"
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,NACIONAL,NA,NA,NA,PARTIDO VANGUARDIA REVOLUCIONARIA DOMINICANA,NA,NA
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,OTRAS,NA,NA,NA,PARTIDO ALIANZA SOCIAL DEMOCRATA,NA,604
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,OTRAS,NA,NA,NA,PARTIDO NACIONAL,NA,51
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,OTRAS,NA,NA,NA,PARTIDO NACIONALISTA REVOCIONARIO DEMOCRATA,NA,73
1962,SANTIAGO,PROVINCIA SANTIAGO RODRIGUEZ,SANTIAGO RODRIGUEZ,OTRAS,NA,NA,NA,PARTIDO REVOLUCIONARIO DOMINICANO,NA,"5,880"
